date,TSI,DNI,GHI,Air_P,RH,Power
2019-3-27 12:00,902.07,732.694,765.2,859.06,24.27,23.32
2019-3-27 12:15,927.53,752.994667,782,858.84,22.56,23.7
2019-3-27 12:30,914.07,742.222,760.466667,858.51,21.82,23.67
2019-3-27 12:45,826.2,670.928667,695.866667,858.12,20.14,22.08
2019-3-27 13:00,880.67,715.156,749.666667,857.79,18.65,22.84
2019-3-27 13:15,741.6,602.125333,621.466667,857.4,16.97,19.16
2019-3-27 13:30,369,299.736,270.666667,857.24,18.05,10.45
2019-3-27 13:45,825.27,670.116667,720.4,857.09,18.52,22.71
2019-3-27 14:00,753.8,612.084,680.866667,857.05,19.93,19.34
2019-3-27 14:15,338.53,274.889333,314.866667,857.1,21.85,9.33
2019-3-27 14:30,744.53,604.561333,650.866667,856.95,20.58,19.66
2019-3-27 14:45,424.8,344.937333,342.266667,856.73,21.03,11.84
2019-3-27 15:00,242.4,196.775333,186.6,856.44,22.75,7.2
2019-3-27 15:15,140.73,114.438,96.8,856.57,25.2,4.04
2019-3-27 15:30,450,365.4,378.8,856.78,28.15,12.2
2019-3-27 15:45,284.33,230.825333,237.133333,857.01,30.19,7.88
2019-3-27 16:00,161.07,130.678667,124.8,856.93,33.43,4.46
2019-3-27 16:15,355.07,288.314,348.2,857.04,34.85,9.48
2019-3-27 16:30,199.13,161.913333,161.4,857.05,35.87,5.48
2019-3-27 16:45,234.93,190.819333,197.2,857.04,37.07,6.42
2019-3-27 17:00,253.53,205.924,218.733333,856.98,37.79,6.93
2019-3-27 17:15,388.27,315.381333,380.733333,857.32,38.33,10.49
2019-3-27 17:30,311.53,253.02,298.666667,857.39,38.15,8.9
2019-3-27 17:45,92,74.272667,92.8,857.42,38.46,2.64
2019-3-27 18:00,140.53,114.004,154.466667,857.4,35.59,4.29
2019-3-27 18:15,40.07,32.263333,43.533333,857.41,31.19,1.15
2019-3-27 18:30,38.47,31.290667,38.733333,857.46,32.29,0.96
2019-3-27 18:45,64.87,52.725333,74.2,857.26,33.24,1.91
2019-3-27 19:00,55.93,45.093333,68.133333,857.52,32.31,1.48
2019-3-27 19:15,35.6,28.636,33.866667,857.53,32.99,0.8
2019-3-27 19:30,7.87,6.008667,6.733333,857.56,34.15,0.02
2019-3-27 19:45,0,0,0,857.68,34.65,0
2019-3-27 20:00,0,0,0,857.85,34.99,0
2019-3-27 20:15,0,0,0,857.99,34.99,0
2019-3-27 20:30,0,0,0,858.45,35.01,0
2019-3-27 20:45,0,0,0,858.65,35.01,0
2019-3-27 21:00,0,0,0,858.71,34.83,0
2019-3-27 21:15,0,0,0,858.59,34.25,0
2019-3-27 21:30,0,0,0,858.64,33.97,0
2019-3-27 21:45,0,0,0,858.75,32.47,0
2019-3-27 22:00,0,0,0,858.79,30.31,0
2019-3-27 22:15,0,0,0,858.9,28.21,0
2019-3-27 22:30,0,0,0,858.82,26.37,0
2019-3-27 22:45,0,0,0,858.94,24.65,0
2019-3-27 23:00,0,0,0,859.14,24.62,0
2019-3-27 23:15,0,0,0,859.46,27.85,0
2019-3-27 23:30,0,0,0,859.65,30.69,0
2019-3-27 23:45,0,0,0,859.58,34.79,0
2019-3-28 0:00,0,0,0,859.69,37.33,0
2019-3-28 0:15,0,0,0,859.62,37.91,0
2019-3-28 0:30,0,0,0,859.64,37.97,0
2019-3-28 0:45,0,0,0,859.77,40.44,0
2019-3-28 1:00,0,0,0,859.72,42.28,0
2019-3-28 1:15,0,0,0,859.62,42.76,0
2019-3-28 1:30,0,0,0,859.49,42.15,0
2019-3-28 1:45,0,0,0,859.41,40.86,0
2019-3-28 2:00,0,0,0,859.21,39.54,0
2019-3-28 2:15,0,0,0,859.11,39.74,0
2019-3-28 2:30,0,0,0,859.09,40.29,0
2019-3-28 2:45,0,0,0,859.05,39.47,0
2019-3-28 3:00,0,0,0,858.91,39.97,0
2019-3-28 3:15,0,0,0,858.78,41.89,0
2019-3-28 3:30,0,0,0,858.66,43.47,0
2019-3-28 3:45,0,0,0,858.61,44.79,0
2019-3-28 4:00,0,0,0,858.55,49.68,0
2019-3-28 4:15,0,0,0,858.55,52.79,0
2019-3-28 4:30,0,0,0,858.44,52.69,0
2019-3-28 4:45,0,0,0,858.15,49.91,0
2019-3-28 5:00,0,0,0,858.2,48.75,0
2019-3-28 5:15,0,0,0,858.2,48.63,0
2019-3-28 5:30,0,0,0,858.15,48.17,0
2019-3-28 5:45,0,0,0,858.24,49.96,0
2019-3-28 6:00,0,0,0,858.26,52.53,0
2019-3-28 6:15,0,0,0,858.51,56.51,0
2019-3-28 6:30,0,0,0,858.78,54.43,0
2019-3-28 6:45,0,0,0,858.91,55.53,0
2019-3-28 7:00,0,0,0,858.99,57.26,0
2019-3-28 7:15,0,0,0,859.07,56.17,0
2019-3-28 7:30,3.87,3.518,4.666667,859.26,56.92,0.02
2019-3-28 7:45,24,19.867333,21.4,859.39,56.43,0.63
2019-3-28 8:00,58,47.203333,48.333333,859.61,55.59,1.48
2019-3-28 8:15,73.53,59.872,62,859.67,56.49,2.03
2019-3-28 8:30,195,158.284667,159.2,859.65,57.14,4.85
2019-3-28 8:45,233.4,189.467333,184.133333,859.65,52.89,5.76
2019-3-28 9:00,280,227.414667,224.466667,859.68,47.59,7.31
2019-3-28 9:15,297.8,241.758667,240.733333,859.9,45.06,7.96
2019-3-28 9:30,381.6,309.858667,310.2,859.87,47.35,10.07
2019-3-28 9:45,412.2,334.652,345.4,859.84,45.02,11.41
2019-3-28 10:00,400.73,325.395333,324.6,859.98,45.63,11.04
2019-3-28 10:15,665.27,540.141333,579.933333,860.11,42.29,17.94
2019-3-28 10:30,722.93,587.238667,635.2,860.11,37.13,19.16
2019-3-28 10:45,560,454.720667,463.066667,860.01,33.48,15.22
2019-3-28 11:00,717.8,582.854,615.266667,859.9,33.17,19.09
2019-3-28 11:15,844.27,685.491333,721.866667,859.82,31.54,22.03
2019-3-28 11:30,924.27,750.722,797.466667,859.71,27.89,23.55
2019-3-28 11:45,949.07,770.696667,823.066667,859.48,23.4,23.85
2019-3-28 12:00,1045.8,849.136,915,859.22,20.88,25.46
2019-3-28 12:15,1019.53,827.913333,881.2,858.93,20.14,25
2019-3-28 12:30,1029.73,836.305333,899.666667,858.58,19.66,25.24
2019-3-28 12:45,1046.67,850.054667,923.933333,858.24,19.25,25.54
2019-3-28 13:00,1132.67,919.779333,1036.733333,857.96,17.9,26.93
2019-3-28 13:15,1095.67,889.736667,999.866667,857.63,17.45,26.54
2019-3-28 13:30,1087.33,883.023333,992.866667,857.28,16.93,26.35
2019-3-28 13:45,881.73,716.075333,770.2,857.01,16.5,21.33
2019-3-28 14:00,241.6,196.395333,170.6,856.74,23.93,6.42
2019-3-28 14:15,433.53,352.138667,354.466667,856.56,26.96,11.79
2019-3-28 14:30,542.8,440.862667,469.2,856.24,27.27,14.35
2019-3-28 14:45,564.2,458.076667,504.133333,856.08,26.95,17.18
2019-3-28 15:00,855.93,695.126,795.133333,855.65,29.77,24.27
2019-3-28 15:15,903.87,733.940667,851.066667,855.62,27.89,23.04
2019-3-28 15:30,274.2,222.433333,238.533333,855.4,28.55,7.81
2019-3-28 15:45,238.47,193.471333,207.466667,855.42,29.57,7.17
2019-3-28 16:00,139.8,113.247333,119.933333,855.36,29.76,4.18
2019-3-28 16:15,89,71.943333,79.4,855.43,30.27,2.71
2019-3-28 16:30,55.4,44.552,50.533333,855.98,30.74,1.71
2019-3-28 16:45,38.33,31.072,39.466667,856.08,31.4,1.2
2019-3-28 17:00,63.4,51.806,68.733333,856.44,35.03,2.09
2019-3-28 17:15,117.4,95.706667,132.8,856.77,43.73,4.07
2019-3-28 17:30,166.87,135.171333,159.266667,856.91,45.75,5.61
2019-3-28 17:45,162.33,131.976667,144.133333,857.11,46.92,5
2019-3-28 18:00,254.87,206.791333,250.933333,856.83,49.69,8.09
2019-3-28 18:15,231.73,187.896,230.866667,856.71,49.99,7.14
2019-3-28 18:30,140.8,114.166667,135.8,856.7,47.35,4.15
2019-3-28 18:45,118.6,95.978,119.333333,856.62,43.52,3.75
2019-3-28 19:00,69.93,56.19,74.733333,856.64,40.69,2.07
2019-3-28 19:15,30.07,23.765333,28,856.74,38.12,0.68
2019-3-28 19:30,3.67,2.436,2.866667,856.85,37.21,0
2019-3-28 19:45,1,0,0,857,37.37,0
2019-3-28 20:00,1,0,0,857.17,37.51,0
2019-3-28 20:15,1,0,0,857.35,37.76,0
2019-3-28 20:30,1,0,0,857.46,37.5,0
2019-3-28 20:45,1,0,0,857.72,37.13,0
2019-3-28 21:00,1,0,0,858.01,39.06,0
2019-3-28 21:15,1,0,0,858.17,37.84,0
2019-3-28 21:30,1,0,0,858.27,36.45,0
2019-3-28 21:45,1,0,0,858.51,37.58,0
2019-3-28 22:00,1,0,0,858.66,38.57,0
2019-3-28 22:15,1,0,0,858.77,43.63,0
2019-3-28 22:30,1,0,0,858.78,45.05,0
2019-3-28 22:45,1,0,0,858.91,46.19,0
2019-3-28 23:00,1,0,0,858.97,48.17,0
2019-3-28 23:15,1,0,0,858.91,45.74,0
2019-3-28 23:30,1,0,0,858.89,46.93,0
2019-3-28 23:45,1,0,0,858.91,47.81,0
2019-3-29 0:00,1,0,0,858.94,47.47,0
2019-3-29 0:15,1,0,0,858.88,48.62,0
2019-3-29 0:30,1,0,0,858.92,49.79,0
2019-3-29 0:45,1,0,0,858.93,50.78,0
2019-3-29 1:00,1,0,0,858.9,51.09,0
2019-3-29 1:15,1,0,0,858.77,51.6,0
2019-3-29 1:30,1,0,0,858.7,50.47,0
2019-3-29 1:45,1,0,0,858.66,50.35,0
2019-3-29 2:00,1,0,0,858.58,50.15,0
2019-3-29 2:15,1,0,0,858.44,48.89,0
2019-3-29 2:30,1,0,0,858.2,52.27,0
2019-3-29 2:45,1,0,0,858.05,53.87,0
2019-3-29 3:00,1,0,0,858.01,51.57,0
2019-3-29 3:15,1,0,0,857.83,51.91,0
2019-3-29 3:30,1,0,0,857.71,54.58,0
2019-3-29 3:45,1,0,0,857.69,58.85,0
2019-3-29 4:00,1,0,0,857.65,60.84,0
2019-3-29 4:15,1,0,0,857.5,61.93,0
2019-3-29 4:30,1,0,0,857.36,61.55,0
2019-3-29 4:45,1,0,0,857.32,60.97,0
2019-3-29 5:00,1,0,0,857.25,61.7,0
2019-3-29 5:15,1,0,0,857.22,62.25,0
2019-3-29 5:30,1,0,0,857.31,63.31,0
2019-3-29 5:45,1,0,0,857.37,64.52,0
2019-3-29 6:00,1,0,0,857.34,64.14,0
2019-3-29 6:15,1,0,0,857.49,64.35,0
2019-3-29 6:30,1,0,0,857.67,64.18,0
2019-3-29 6:45,1,0,0,857.95,65.27,0
2019-3-29 7:00,1,0,0,858.14,67.06,0
2019-3-29 7:15,1,0.162,0.266667,858.24,67.64,0
2019-3-29 7:30,8.33,7.254667,7.4,858.44,67.09,0.09
2019-3-29 7:45,51.27,42.062,46.666667,858.56,66.95,0.75
2019-3-29 8:00,108.93,88.724,98.933333,858.55,63.62,1.88
2019-3-29 8:15,170.2,138.527333,146.666667,858.52,57.35,3.31
2019-3-29 8:30,242.47,197.482,201.466667,858.47,50.57,5.17
2019-3-29 8:45,320.47,260.704667,262.066667,858.45,52.8,7.22
2019-3-29 9:00,391.27,318.195333,324.8,858.48,51.41,9.27
2019-3-29 9:15,463.8,377.256,389.266667,858.44,48.07,11.21
2019-3-29 9:30,532.47,432.688,452.733333,858.76,55.21,13.05
2019-3-29 9:45,587.73,477.726667,512.866667,858.89,54.24,14.79
2019-3-29 10:00,636.13,516.918667,565.533333,858.75,51.18,16.42
2019-3-29 10:15,677.73,550.644667,607.933333,858.86,48.63,17.82
2019-3-29 10:30,723.47,587.778667,649,859.04,47.23,19.16
2019-3-29 10:45,768.8,624.753333,686.533333,859.04,44.59,20.23
2019-3-29 11:00,816.8,663.782667,728,858.74,41.67,21.19
2019-3-29 11:15,854.67,694.314,762.266667,858.55,38.37,22.04
2019-3-29 11:30,892,724.790667,797.533333,858.34,36.21,22.87
2019-3-29 11:45,928.2,754.184667,832.2,858.15,33.43,23.57
2019-3-29 12:00,965.67,784.338,865.466667,857.9,30.83,24.23
2019-3-29 12:15,1001.73,813.732667,895.866667,857.54,26.85,24.65
2019-3-29 12:30,1031.33,837.713333,920.2,857.42,25,25.03
2019-3-29 12:45,1043.87,847.565333,944,857.15,21.71,25.3
2019-3-29 13:00,1046.93,850.110667,961.733333,856.78,19.26,25.34
2019-3-29 13:15,1044.6,848.16,965.2,856.61,16.01,25.34
2019-3-29 13:30,1039.8,844.318,962.666667,856.2,14.29,25.26
2019-3-29 13:45,1038.4,843.127333,954.066667,855.62,15.76,25.23
2019-3-29 14:00,1026.33,833.491333,946.4,855.27,14.43,24.94
2019-3-29 14:15,1008.67,818.928667,933.933333,854.95,12.13,24.7
2019-3-29 14:30,971.8,788.938667,909.733333,854.54,10.75,24.4
2019-3-29 14:45,915.27,742.872667,873.866667,854.27,11.6,23.7
2019-3-29 15:00,881.5,715.777143,849.785714,854.01,10.74,23.15
2019-3-29 15:15,843.87,685.058,807.8,853.67,10.44,22.25
2019-3-29 15:30,824.6,669.305333,789.666667,853.23,10.2,21.89
2019-3-29 15:45,764.4,620.532,746.2,852.86,16.74,20.97
2019-3-29 16:00,715.27,580.906,713.866667,852.56,19.05,20.25
2019-3-29 16:15,675.53,548.261333,672.8,852.34,21.85,19.33
2019-3-29 16:30,500.2,406.108,484.533333,852.16,22.24,13.68
2019-3-29 16:45,582.07,472.529333,567.8,852.16,22.03,16.52
2019-3-29 17:00,539.27,437.613333,516,852.02,21.57,15.07
2019-3-29 17:15,489.73,397.229333,465.066667,851.97,20.92,13.81
2019-3-29 17:30,422.13,342.394667,412.4,851.92,20.86,12.21
2019-3-29 17:45,350.13,283.875333,351.666667,851.97,19.69,10.37
2019-3-29 18:00,279.13,226.333333,292.266667,852.22,19.43,8.52
2019-3-29 18:15,213.8,173.226667,233,852.35,20.48,6.64
2019-3-29 18:30,153.93,124.67,172.8,852.65,22.15,4.78
2019-3-29 18:45,98.27,79.359333,117.133333,852.73,22.47,3.1
2019-3-29 19:00,60,48.233333,75.4,852.83,23.12,1.71
2019-3-29 19:15,33.47,26.633333,33.866667,852.99,23.82,0.69
2019-3-29 19:30,6.13,4.656,6,853.16,24.5,0
2019-3-29 19:45,0,0,0,853.28,25.18,0
2019-3-29 20:00,0,0,0,853.61,25.09,0
2019-3-29 20:15,0,0,0,853.84,25.12,0
2019-3-29 20:30,0,0,0,854.1,24.83,0
2019-3-29 20:45,0,0,0,854.22,24.87,0
2019-3-29 21:00,0,0,0,854.48,25.1,0
2019-3-29 21:15,0,0,0,854.69,25.17,0
2019-3-29 21:30,0,0,0,854.95,25.31,0
2019-3-29 21:45,0,0,0,855.12,25.45,0
2019-3-29 22:00,0,0,0,855.35,25.81,0
2019-3-29 22:15,0,0,0,855.41,26.31,0
2019-3-29 22:30,0,0,0,855.49,26.15,0
2019-3-29 22:45,0,0,0,855.58,26.93,0
2019-3-29 23:00,0,0,0,855.62,27.49,0
2019-3-29 23:15,0,0,0,855.68,28.7,0
2019-3-29 23:30,0,0,0,855.62,28.77,0
2019-3-29 23:45,0,0,0,855.66,29.72,0
2019-3-30 0:00,0,0,0,855.64,30.11,0
2019-3-30 0:15,0,0,0,855.64,30.32,0
2019-3-30 0:30,0,0,0,855.67,30.13,0
2019-3-30 0:45,0,0,0,855.65,30.51,0
2019-3-30 1:00,0,0,0,855.66,30.73,0
2019-3-30 1:15,0,0,0,855.55,30.88,0
2019-3-30 1:30,0,0,0,855.53,31.25,0
2019-3-30 1:45,0,0,0,855.45,31.55,0
2019-3-30 2:00,0,0,0,855.41,32.09,0
2019-3-30 2:15,0,0,0,855.5,32.67,0
2019-3-30 2:30,0,0,0,855.44,33.27,0
2019-3-30 2:45,0,0,0,855.44,36.09,0
2019-3-30 3:00,0,0,0,855.42,36.24,0
2019-3-30 3:15,0,0,0,855.41,35.59,0
2019-3-30 3:30,0,0,0,855.36,34.7,0
2019-3-30 3:45,0,0,0,855.36,34.07,0
2019-3-30 4:00,0,0,0,855.32,32.37,0
2019-3-30 4:15,0,0,0,855.35,31.32,0
2019-3-30 4:30,0,0,0,855.43,34.9,0
2019-3-30 4:45,0,0,0,855.29,34.82,0
2019-3-30 5:00,0,0,0,855.23,33.23,0
2019-3-30 5:15,0,0,0,855.11,33.01,0
2019-3-30 5:30,0,0,0,854.98,32.29,0
2019-3-30 5:45,0,0,0,854.96,31.94,0
2019-3-30 6:00,0,0,0,855.05,31.41,0
2019-3-30 6:15,0,0,0,855.16,31.54,0
2019-3-30 6:30,0,0,0,855.25,32.65,0
2019-3-30 6:45,0,0,0,855.43,39.14,0
2019-3-30 7:00,0,0,0,855.58,39.36,0
2019-3-30 7:15,0.27,0.27,0.333333,855.88,40.88,0
2019-3-30 7:30,8.4,7.254,7.066667,856.05,42.32,0.04
2019-3-30 7:45,57.2,46.771333,53,856.29,42.27,0.72
2019-3-30 8:00,117,95.329333,107.066667,856.52,39.77,1.88
2019-3-30 8:15,178.73,145.727333,155,856.67,35.83,3.33
2019-3-30 8:30,245.87,199.968,206.466667,856.83,32.59,5.1
2019-3-30 8:45,316.67,257.511333,264.466667,857.01,33.8,7.08
2019-3-30 9:00,386.93,314.568,325.133333,857.2,33.55,9.03
2019-3-30 9:15,465.2,378.067333,392.066667,857.27,32.41,10.96
2019-3-30 9:30,526.27,427.707333,456.066667,857.36,31.99,12.78
2019-3-30 9:45,580.53,471.826667,514.2,857.36,28.95,14.45
2019-3-30 10:00,628.33,510.694,564,857.35,27.51,15.96
2019-3-30 10:15,668.93,543.660667,606.466667,857.31,27.37,17.33
2019-3-30 10:30,716.13,581.771333,648.666667,857.31,23.62,18.6
2019-3-30 10:45,770.53,625.943333,691.2,857.31,20.71,19.81
2019-3-30 11:00,818.8,665.298,730.533333,857.22,21.01,20.89
2019-3-30 11:15,858.27,697.074667,765.266667,857.06,20.18,21.87
2019-3-30 11:30,888.27,721.596667,797.466667,856.94,19.81,22.7
2019-3-30 11:45,916.8,744.712667,827.333333,856.71,19.1,23.24
2019-3-30 12:00,951.6,772.968,856.533333,856.39,19.1,23.93
2019-3-30 12:15,986.73,801.607333,887.933333,856.09,18.02,24.5
2019-3-30 12:30,1006.4,817.468,908.266667,855.76,17.31,24.66
2019-3-30 12:45,1019.6,828.240667,930.6,855.31,16.02,24.79
2019-3-30 13:00,1027.47,834.085333,949.066667,854.92,15.69,25.02
2019-3-30 13:15,1026.93,834.031333,958.666667,854.53,14.92,25.09
2019-3-30 13:30,1028,834.304,957.266667,854.2,14.65,25.14
2019-3-30 13:45,1022.4,830.079333,948.8,853.88,13.93,25.05
2019-3-30 14:00,1007.6,817.900667,932.666667,853.67,14.55,24.7
2019-3-30 14:15,993.47,806.749333,915.733333,853.32,17.77,24.81
2019-3-30 14:30,978.4,794.299333,932.8,853.28,19.95,25.45
2019-3-30 14:45,956.6,776.814,920,853.3,18.69,25.13
2019-3-30 15:00,917.43,745.067857,863.714286,853.13,17.26,24.01
2019-3-30 15:15,883.6,717.321333,835.733333,852.93,17.09,23.94
2019-3-30 15:30,875,710.500667,823,852.71,17.74,23.14
2019-3-30 15:45,836.93,679.428,809.733333,852.43,18.25,22.67
2019-3-30 16:00,745.33,604.939333,746.933333,852.41,14.69,20.81
2019-3-30 16:15,598.73,486.009333,597.6,852.12,14.71,16.2
2019-3-30 16:30,638.6,518.434,641.133333,851.95,14.71,18.2
2019-3-30 16:45,605.53,491.152,588.6,851.83,14.74,16.89
2019-3-30 17:00,468.2,379.908,446.2,851.72,15.24,13.28
2019-3-30 17:15,492.6,399.882667,472.466667,851.8,15.09,13.91
2019-3-30 17:30,441.2,357.875333,432.733333,851.85,14.68,12.66
2019-3-30 17:45,371.67,301.576,370.466667,851.9,14.67,10.84
2019-3-30 18:00,284.53,230.661333,296.266667,851.94,14.66,8.56
2019-3-30 18:15,202.67,164.078667,219.2,852.07,15.58,6.21
2019-3-30 18:30,142.8,115.574,163,852.25,15.8,4.53
2019-3-30 18:45,90.27,72.862667,107.666667,852.48,17.14,2.91
2019-3-30 19:00,56.8,45.688,69.866667,852.69,18.47,1.66
2019-3-30 19:15,32,25.767333,31.6,852.94,19.66,0.71
2019-3-30 19:30,5.2,3.951333,5,853.15,20.11,0
2019-3-30 19:45,0,0,0,853.28,20.92,0
2019-3-30 20:00,0,0,0,853.63,21.23,0
2019-3-30 20:15,0,0,0,854.02,21.19,0
2019-3-30 20:30,0,0,0,854.33,21.6,0
2019-3-30 20:45,0,0,0,854.49,22.25,0
2019-3-30 21:00,0,0,0,854.74,22.31,0
2019-3-30 21:15,0,0,0,855.04,22.61,0
2019-3-30 21:30,0,0,0,855.24,22.55,0
2019-3-30 21:45,0,0,0,855.45,22.55,0
2019-3-30 22:00,0,0,0,855.75,22.75,0
2019-3-30 22:15,0,0,0,856.04,22.77,0
2019-3-30 22:30,0,0,0,856.21,22.92,0
2019-3-30 22:45,0,0,0,856.29,23.07,0
2019-3-30 23:00,0,0,0,856.39,23.5,0
2019-3-30 23:15,0,0,0,856.55,24.61,0
2019-3-30 23:30,0,0,0,856.61,25.71,0
2019-3-30 23:45,0,0,0,856.5,26.28,0
2019-3-31 0:00,0,0,0,856.59,26.53,0
2019-3-31 0:15,0,0,0,856.62,27.57,0
2019-3-31 0:30,0,0,0,856.58,27.81,0
2019-3-31 0:45,0,0,0,856.63,27.88,0
2019-3-31 1:00,0,0,0,856.68,28.53,0
2019-3-31 1:15,0,0,0,856.74,29.71,0
2019-3-31 1:30,0,0,0,856.91,32.43,0
2019-3-31 1:45,0,0,0,857.04,33.55,0
2019-3-31 2:00,0,0,0,857.05,32,0
2019-3-31 2:15,0,0,0,856.98,32.52,0
2019-3-31 2:30,0,0,0,856.95,32.8,0
2019-3-31 2:45,0,0,0,856.94,33.91,0
2019-3-31 3:00,0,0,0,856.86,34.18,0
2019-3-31 3:15,0,0,0,856.86,34.17,0
2019-3-31 3:30,0,0,0,856.94,36.15,0
2019-3-31 3:45,0,0,0,857.04,36.65,0
2019-3-31 4:00,0,0,0,857.07,38.48,0
2019-3-31 4:15,0,0,0,857.21,38.83,0
2019-3-31 4:30,0,0,0,857.17,39.36,0
2019-3-31 4:45,0,0,0,857.24,40.02,0
2019-3-31 5:00,0,0,0,857.26,40.13,0
2019-3-31 5:15,0,0,0,857.18,39.76,0
2019-3-31 5:30,0,0,0,857.15,40.18,0
2019-3-31 5:45,0,0,0,857.23,40.29,0
2019-3-31 6:00,0,0,0,857.34,40.27,0
2019-3-31 6:15,0,0,0,857.57,40.6,0
2019-3-31 6:30,0,0,0,857.7,40.61,0
2019-3-31 6:45,0,0,0,857.74,40.81,0
2019-3-31 7:00,0,0,0,857.7,40.65,0
2019-3-31 7:15,0.53,0.541333,0.466667,857.91,41.63,0
2019-3-31 7:30,11.47,9.744,7.933333,858.31,47.87,0.11
2019-3-31 7:45,57.07,46.662667,51.6,858.6,52.07,0.82
2019-3-31 8:00,110,89.536,99.6,858.94,48.29,1.87
2019-3-31 8:15,167.4,136.144667,145.733333,859.09,44.37,3.21
2019-3-31 8:30,232.33,189.142,196.133333,859.11,40.83,4.9
2019-3-31 8:45,303.4,246.687333,253.8,859.26,41.42,6.8
2019-3-31 9:00,373.07,303.470667,313.866667,859.36,39.9,8.72
2019-3-31 9:15,447.4,363.666667,377.666667,859.47,39.18,10.59
2019-3-31 9:30,506.47,411.845333,439,859.58,36.01,12.34
2019-3-31 9:45,563,457.318,496.333333,859.52,34.13,14
2019-3-31 10:00,608.2,494.291333,545.4,859.5,31.37,15.48
2019-3-31 10:15,654.73,531.968,587.133333,859.43,33.76,16.89
2019-3-31 10:30,702.2,570.35,628.2,859.55,34.33,18.26
2019-3-31 10:45,747.73,607.484,665.6,859.55,32.99,19.39
2019-3-31 11:00,790.93,642.509333,702.266667,859.46,31.68,20.29
2019-3-31 11:15,828.53,672.932,736.333333,859.47,31,21.23
2019-3-31 11:30,864.4,702.054667,771.733333,859.42,29.04,21.96
2019-3-31 11:45,895.53,727.335333,802.133333,859.14,26.64,22.58
2019-3-31 12:00,930.33,755.864667,831.933333,859,25.82,23.23
2019-3-31 12:15,961.33,780.765333,861.666667,858.66,23.58,23.62
2019-3-31 12:30,989.47,803.502,883.2,858.35,22.94,24.14
2019-3-31 12:45,1009.47,819.686667,908.066667,858.02,21.95,24.56
2019-3-31 13:00,1025.8,832.733333,929.066667,857.84,21.02,25.01
2019-3-31 13:15,1029.47,835.980667,946.733333,857.68,22.8,24.86
2019-3-31 13:30,1017.13,825.749333,918.066667,857.51,24.63,24.66
2019-3-31 13:45,922.53,749.150667,858.333333,857.48,24.91,21.48
2019-3-31 14:00,254.73,206.680667,221.2,857.46,26.69,6.54
2019-3-31 14:15,91.73,74.65,74,857.42,28.17,2.53
2019-3-31 14:30,102.13,82.931333,85.666667,857.28,29.06,3
2019-3-31 14:45,176.93,143.994667,163.733333,857.33,27.71,5.84
2019-3-31 15:00,299.53,243.168,285.133333,856.9,24.07,9.84
2019-3-31 15:15,236.13,191.632,216.333333,856.69,24.63,7.01
2019-3-31 15:30,321.53,261.030667,319.866667,856.59,24.6,9.81
2019-3-31 15:45,356.07,289.018,339.4,856.47,24.47,9.7
2019-3-31 16:00,371.93,301.901333,333.933333,856.35,25.33,10.07
2019-3-31 16:15,330,268.122,279.066667,856.16,26.05,9.66
2019-3-31 16:30,278.2,225.79,234.866667,856.21,26.68,7.33
2019-3-31 16:45,334.93,272.075333,296.266667,856.16,25.83,10.16
2019-3-31 17:00,442.8,359.336,419.4,856.09,25.49,11.52
2019-3-31 17:15,144.67,117.253333,134.733333,856.16,26.29,3.72
2019-3-31 17:30,135,109.458,118.066667,856.23,26.86,3.43
2019-3-31 17:45,198.53,161.155333,161.533333,856.34,29.54,5.22
2019-3-31 18:00,219,177.720667,217.2,856.69,28.39,6.19
2019-3-31 18:15,162.33,131.651333,172.733333,856.75,28.6,4.44
2019-3-31 18:30,53,43.036,39.533333,856.85,32.16,1.32
2019-3-31 18:45,44.33,35.89,34.533333,856.98,31.95,1.17
2019-3-31 19:00,49.53,40.330667,50.333333,857.1,31.25,1.32
2019-3-31 19:15,22.07,17.484667,23,857.29,31.16,0.62
2019-3-31 19:30,2.6,1.407333,2.133333,857.54,32.2,0
2019-3-31 19:45,1,0,0,857.8,33.06,0
2019-3-31 20:00,1,0,0,858.04,33.39,0
2019-3-31 20:15,1,0,0,858.3,34.66,0
2019-3-31 20:30,1,0,0,858.42,35.37,0
2019-3-31 20:45,1,0,0,858.66,34.83,0
2019-3-31 21:00,1,0,0,859.2,38.8,0
2019-3-31 21:15,1,0,0,859.67,38.54,0
2019-3-31 21:30,1,0,0,859.72,38.87,0
2019-3-31 21:45,1,0,0,860.08,42.55,0
2019-3-31 22:00,1,0,0,860.2,44.33,0
2019-3-31 22:15,1,0,0,860.27,43.39,0
2019-3-31 22:30,1,0,0,860.29,42.78,0
2019-3-31 22:45,1,0,0,860.39,42.37,0
2019-3-31 23:00,1,0,0,860.49,43.28,0
2019-3-31 23:15,1,0,0,860.6,44.22,0
2019-3-31 23:30,1,0,0,860.68,44.74,0
2019-3-31 23:45,1,0,0,860.7,44.17,0
2019-4-1 0:00,1,0,0,860.63,43.76,0
2019-4-1 0:15,1,0,0,860.7,43.25,0
2019-4-1 0:30,1,0,0,860.84,43.37,0
2019-4-1 0:45,1,0,0,860.87,44.95,0
2019-4-1 1:00,1,0,0,860.79,45.21,0
2019-4-1 1:15,1,0,0,860.75,42.75,0
2019-4-1 1:30,1,0,0,860.74,43.16,0
2019-4-1 1:45,1,0,0,860.67,43.77,0
2019-4-1 2:00,1,0,0,860.57,42.89,0
